"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ERP9EN2H","journalArticle","2011","Gardner, J. P. A.; Garton, D. W.; Collen, J. D.","Near-surface mixing and pronounced deep-water stratification in a compartmentalised, human-disturbed atoll lagoon system","Coral Reefs","","1432-0975","10.1007/s00338-010-0701-7","https://doi.org/10.1007/s00338-010-0701-7","Palmyra Atoll has four partially isolated lagoons up to 50 m in depth, each with complex and variable bottom topographies. Measurements of depth, temperature, salinity, turbidity and dissolved oxygen (DO) revealed a well-mixed shallow surface layer (0–10 m depth) and below that pronounced stratification of DO in the absence of a pycnocline. Turbidity increased in a step-like manner at ~25 m depth, at the oxycline. For all deep sections of the lagoon (>30 m), DO declined uniformly to 0% saturation. As determined from filtration, mass of particulates was independent of depth. Surface mixing and deep-water stratification are both stable at different temporal scales, including day versus night, daily, weekly and annually. We suggest that lagoon circulation is represented by a shallow, westward-moving surface layer of well-to-partially mixed water with high DO and low turbidity, underlain by a relatively static and temporally stable layer with low to zero DO and elevated turbidity. This is the first report of such conditions within a deep lagoon system, and only the second report of anoxic conditions in any such system. In deep-water, stable euxinic conditions reflect bottom topography, with dysoxic and anoxic water being constrained within silled basins. The occurrence and depth of large volumes of sediment-laden and dysoxic/anoxic water need to be considered in management proposals designed to increase water flow through the lagoon. These novel water column conditions most probably arose as a consequence of military construction work, consistent with published reports of profound changes to the atoll during 1940–1945. If so, they highlight the need to better understand the possible consequences of cutting channels and modification of lagoon flow at many atolls across the central Pacific Ocean.","2011-03-01","2022-08-12 20:04:16","2022-08-12 20:04:16","2022-06-07 21:27:42","271-282","","1","30","","Coral Reefs","","","","","","","","en","","","","","Springer Link","","","","/Users/camilavargas/Zotero/storage/XIV6QAJQ/Gardner et al. - 2011 - Near-surface mixing and pronounced deep-water stra.pdf","","Coral atoll; Dissolved oxygen; Lagoon complex; Near-surface mixing; padl132; Stratification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WW3HDI4E","journalArticle","2014","Yabut, Mia G.; Lazo-Wasem, Eric A.; Sterling, Eleanor J.; Gómez, Andrés; History), Center for Biodiversity and Conservation (American Museum of Natural","New records of Hyachelia tortugae Barnard, 1967, and H. lowryi Serejo and Sittrop, 2009 (Amphipoda, Gammaridea, Hyalidae), from Palmyra Atoll National Wildlife Refuge : cooccurrence on Pacific green turtles (Chelonia mydas). (American Museum novitates, no. 3809)","","","","","https://digitallibrary.amnh.org/handle/2246/6544","Amphipods of the genus Hyachelia collected during an epibiont survey conducted over three years (2009, 2010, and 2011) at Palmyra Atoll are reported. Both known species, i.e., Hyachelia tortugae Barnard, 1967, and Hyachelia lowryi Serejo and Sittrop, 2009, were collected from Pacific green turtles, Chelonia mydas (Linnaeus). Given the increased awareness of epibionts and the desire of researchers to make positive identifications, figures of the diagnostic features of both amphipod species are presented. The significance of the cooccurrence of these two species on Pacific green turtles (Chelonia mydas) is discussed.","2014-07-30","2022-08-12 20:04:16","2022-08-12 20:04:16","2022-06-07 23:09:03","","","","","","New records of Hyachelia tortugae and H. lowryi.","New records of Hyachelia tortugae Barnard, 1967, and H. lowryi Serejo and Sittrop, 2009 (Amphipoda, Gammaridea, Hyalidae), from Palmyra Atoll National Wildlife Refuge","","","","","","","en_US","","","","","digitallibrary.amnh.org","","","","/Users/camilavargas/Zotero/storage/DZJTV4HS/Yabut et al. - 2014 - New records of Hyachelia tortugae Barnard, 1967, a.pdf; /Users/camilavargas/Zotero/storage/IREDQIZF/Yabut et al. - 2014 - New records of Hyachelia tortugae Barnard, 1967, a.html","","padl145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JENQ38RD","journalArticle","2016","Ushijima, Blake; Videau, Patrick; Poscablo, Donna; Stengel, John W.; Beurmann, Silvia; Burger, Andrew H.; Aeby, Greta S.; Callahan, Sean M.","Mutation of the toxR or mshA genes from Vibrio coralliilyticus strain OCN014 reduces infection of the coral Acropora cytherea","Environmental Microbiology","","1462-2920","10.1111/1462-2920.13428","https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.13428","Thermal stress increases the incidence of coral disease, which is predicted to become more common with climate change, even on pristine reefs such as those surrounding Palmyra Atoll in the Northern Line Islands that experience minimal anthropogenic stress. Here we describe a strain of Vibrio coralliilyticus, OCN014, which was isolated from Acropora cytherea during an outbreak of Acropora white syndrome (AWS), a tissue loss disease that infected 25% of the A. cytherea population at Palmyra Atoll in 2009. OCN014 recreated signs of disease in experimentally infected corals in a temperature-dependent manner. Genes in OCN014 with expression levels positively correlated with temperature were identified using a transposon-mediated genetic screen. Mutant strains harbouring transposon insertions in two such genes, toxR (a toxin regulator) and mshA (the 11th gene of the 16-gene mannose-sensitive hemagglutinin (MSHA) type IV pilus operon), had reduced infectivity of A. cytherea. Deletion of toxR and the MSHA operon in a second strain of V. coralliilyticus, OCN008, that induces acute Montipora white syndrome in a temperature-independent manner had similarly reduced virulence. This work provides a link between temperature-dependent expression of virulence factors in a pathogen and infection of its coral host.","2016","2022-08-12 20:04:16","2022-08-12 20:04:16","2022-08-03 21:59:44","4055-4067","","11","18","","","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/camilavargas/Zotero/storage/48MZWU39/Ushijima et al. - 2016 - Mutation of the toxR or mshA genes from Vibrio cor.html","","padl231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32EMM4CE","journalArticle","2020","Papastamatiou, Yannis P.; Bodey, Thomas W.; Caselle, Jennifer E.; Bradley, Darcy; Freeman, Robin; Friedlander, Alan M.; Jacoby, David M. P.","Multiyear social stability and social information use in reef sharks with diel fission–fusion dynamics","Proceedings of the Royal Society B: Biological Sciences","","","10.1098/rspb.2020.1063","https://royalsocietypublishing.org/doi/10.1098/rspb.2020.1063","Animals across vertebrate taxa form social communities and often exist as fission–fusion groups. Central place foragers (CPF) may form groups from which they will predictably disperse to forage, either individually or in smaller groups, before returning to fuse with the larger group. However, the function and stability of social associations in predatory fish acting as CPFs is unknown, as individuals do not need to return to a shelter yet show fidelity to core areas. Using dynamic social networks generated from acoustic tracking data, we document spatially structured sociality in CPF grey reef sharks at a Pacific Ocean atoll. We show that sharks form stable social groups over multiyear periods, with some dyadic associations consistent for up to 4 years. Groups primarily formed during the day, increasing in size throughout the morning before sharks dispersed from the reef at night. Our simulations suggest that multiple individuals sharing a central place and using social information while foraging (i.e. local enhancement) will outperform non-CPF social foragers. We show multiyear social stability in sharks and suggest that social foraging with information transfer could provide a generalizable mechanism for the emergence of sociality with group central place foraging.","2020-08-12","2022-08-12 20:04:16","2022-08-12 20:04:16","2022-06-10 17:36:36","20201063","","1932","287","","","","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","","","/Users/camilavargas/Zotero/storage/UPUE58DN/Papastamatiou et al. - 2020 - Multiyear social stability and social information .pdf","","central place foraging; grey reef sharks; local enhancement; padl162; social network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTVSGPW5","journalArticle","2015","Karafas, Sarah; York, Robert; Tomas, Carmelo","Morphological and genetic analysis of the Coolia monotis species complex with the introduction of two new species, Coolia santacroce sp. nov. and Coolia palmyrensis sp. nov. (Dinophyceae)","Harmful Algae","","1568-9883","10.1016/j.hal.2015.05.002","https://www.sciencedirect.com/science/article/pii/S1568988315000657","The dinoflagellate genus Coolia Meunier is an important epi-benthic organism that is commonly found in association with other dinoflagellates known to cause ciguatera. Two closely related taxa, Coolia monotis and Coolia malayensis, make up the C. monotis species complex. In this study we introduce two new toxic species that should be included in that complex, Coolia palmyrensis Karafas, Tomas, York sp. nov. and Coolia santacroce Karafas, Tomas, York sp. nov., collected from the Palmyra Atoll in the Pacific Ocean and Saint Croix, US Virgin Islands, respectively. These two species can be distinguished morphologically by size, pore shape, pore density, and the relative size of the apical pore complex. The ITS1/5.8S/ITS2 and the D1/D2 regions of the LSU rDNA were used to provide molecular support of morphological observations using maximum likelihood and Bayesian analyses. Furthermore, C. palmyrensis and C. santacroce both showed cytotoxic effects on human derived cells in vitro.","2015-06-01","2022-08-12 20:04:15","2022-08-12 20:04:15","2022-08-04 20:26:44","18-33","","","46","","Harmful Algae","","","","","","","","en","","","","","ScienceDirect","","","","/Users/camilavargas/Zotero/storage/DZICRW5D/Karafas et al. - 2015 - Morphological and genetic analysis of the Coolia m.html","","Cytotoxic; padl237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTPWZ7R6","thesis","2008","Papastamatiou, Yannis P","MOVEMENT PATTERNS, FORAGING ECOLOGY AND DIGESTIVE PHYSIOLOGY OF BLACKTIP REEF SHARKS, CARCHARHINUS MELANOPTERUS, AT PALMYRA ATOLL: A PREDATOR DOMINATED ECOSYSTEM","","","","","https://nsgl.gso.uri.edu/hawau/hawauy08003.pdf","Apex predators may have a strong regulatory function in marine ecosystems through both density and behaviorally mediated effects. Understanding the ecological impacts of apex predators is particularly important in predator dominated ecosystems where intra-specific competition may be high. While a number of techniques are available for quantifying predator movement patterns and distribution, little is known of the causative factors that regulate these behaviors. One important aspect of predator behavior is foraging, and an important regulating aspect of foraging is digestion. To advance our understanding of the interrelationship between gastric function and foraging behavior, I tested two types of data loggers for deployment in shark stomachs. One type of tag measured stomach acidity, the other the motility of the stomach wall. Both types of tags were deployed in the stomachs of captive free-swimming blacktip reef sharks to determine the effects of feeding and fasting on gastric digestive function. Gastric pH was maintained low during long periods of fasting, suggesting continuous secretion of acid. Gastric motility was higher for meals of mackerel than for similar sized meals of squid with maximum motility occurring at meal sizes of 1 % body weight. Based on diel patterns of gastric motility and pH, I predict that blacktips will feed daily and preferably forage during times of low water temperature. Palmyra Atoll is a remote, predator dominated ecosystem, and has a large population of blacktip reef sharks. Blacktips at Palmyra are smaller than those at other locations, which may be the result of food-limited growth due to intra-specific competition. Palmyra consists of two lagoons (east and west), and abundance of sharks appears to be similar in both lagoons. Active and passive tracking was used to study the movement patterns of the sharks at Palmyra. Sharks in the west lagoon utilized small home ranges over scales of days to weeks. Adult sharks selected ledge habitats, while smaller individuals selected sand-flats, and small pups were found in very shallow waters. Fractal analysis revealed that sharks used patches that were 3 – 17 % of the spatial scale of their home range, and that sharks move with a directed walk while in patches but move randomly between patches. Sharks in the west lagoon showed strong site fidelity with some individuals being detected there for over 3 years. Sharks showed little movements between lagoons and sharks in the east lagoon had shorter residence times. Sharks in the west lagoon had higher body condition indices than those in the east lagoon and stable isotope analysis revealed that trophic structure was different between the two lagoons. Conditions differ between the two lagoons which may be driving differences in foraging success. This study reveals the importance habitat can play in the movement patterns, home range and foraging success of sharks and suggests that intra-specific competition could be a strong regulator of apex predator populations in pristine predator dominated ecosystems. Studies of the digestive system revealed that physiology may also regulate some aspects of movement patterns, although field studies will be required to test these hypotheses.","2008","2022-08-12 20:04:15","2022-08-12 20:04:15","","","","","","","","","","","","","UNIVERITY OF HAWAI‘I","","","","PhD","","","","","","","/Users/camilavargas/Zotero/storage/SFV5GBDT/Papastamatiou_2008_thesis.pdf","","padl15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEIDN4TT","journalArticle","","Choi, Eun Ju; Beatty, Deanna S.; Paul, Lauren A.; Fenical, William; Jensen, Paul R.YR 2013","Mooreia alkaloidigena gen. nov., sp. nov. and Catalinimonas alkaloidigena gen. nov., sp. nov., alkaloid-producing marine bacteria in the proposed families Mooreiaceae fam. nov. and Catalimonadaceae fam. nov. in the phylum Bacteroidetes","International Journal of Systematic and Evolutionary Microbiology","","1466-5034,","10.1099/ijs.0.043752-0","https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.043752-0","Bacterial strains CNX-216T and CNU-914T were isolated from marine sediment samples collected from Palmyra Atoll and off Catalina Island, respectively. Both strains were Gram-negative and aerobic and produce deep-orange to pink colonies and alkaloid secondary metabolites. Cells of strain CNX-216T were short, non-motile rods, whereas cells of strain CNU-914T were short, curved rods with gliding motility. The DNA G+C contents of CNX-216T and CNU-914T were respectively 57.7 and 44.4 mol%. Strains CNX-216T and CNU-914T contained MK-7 as the predominant menaquinone and iso-C15 : 0 and C16 : 1ω5c as the major fatty acids. Phylogenetic analyses revealed that both strains belong to the order Cytophagales in the phylum Bacteroidetes . Strain CNX-216T exhibited low 16S rRNA gene sequence identity (87.1 %) to the nearest type strain, Cesiribacter roseus 311T, and formed a well-supported lineage that is outside all currently described families in the order Cytophagales . Strain CNU-914T shared 97.6 % 16S rRNA gene sequence identity with ‘Porifericola rhodea’ N5EA6-3A2B and, together with ‘Tunicatimonas pelagia’ N5DB8-4 and four uncharacterized marine bacteria isolated as part of this study, formed a lineage that is clearly distinguished from other families in the order Cytophagales . Based on our polyphasic taxonomic characterization, we propose that strains CNX-216T and CNU-914T represent novel genera and species, for which we propose the names Mooreia alkaloidigena gen. nov., sp. nov. (type strain CNX-216T  = DSM 25187T  = KCCM 90102T) and Catalinimonas alkaloidigena gen. nov., sp. nov. (type strain CNU-914T  = DSM 25186T  = KCCM 90101T) within the new families Mooreiaceae fam. nov. and Catalimonadaceae fam. nov.,","","2022-08-12 20:04:15","2022-08-12 20:04:15","2022-08-08 23:11:23","1219-1228","","Pt_4","63","","","","","","","","","","","","","","","Microbiology Society Journals","","","","/Users/camilavargas/Zotero/storage/J6863IHS/Choi et al. - Mooreia alkaloidigena gen. nov., sp. nov. and Cata.html","","padl254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HP6NBQH","journalArticle","2017","Vidal-Martinez, Victor Manuel; Soler-Jimenez, Lilia Catherinne; Aguirre-Macedo, Ma Leopoldina; Mclaughlin, John; Jaramillo, Alejandra; Shaw, Jenny; James, Anna; Hechinger, Ryan; Kuris, Armand; Lafferty, Kevin","Monogenea of fishes from the lagoon flats of Palmyra Atoll in the Central Pacific","ZooKeys","","1313-2970","10.3897/zookeys.713.14732","https://zookeys.pensoft.net/article/14732/","A survey of the monogeneans of fishes from the lagoon flats of Palmyra Atoll detected 16 species already reported from the Indo-West Pacific faunal region. A total of 653 individual fish from 44 species were collected from the sand flats bordering the lagoon of the atoll. Eighteen species of fish were infected with monogeneans. The monogenean species recovered were: Benedenia hawaiiensis on Acanthurus xanthopterus, Chaetodon auriga, Chaetodon lunula, Mulloidichthys flavolineatus, Pseudobalistes flavimarginatus and Rhinecanthus aculeatus; Ancyrocephalus ornatus on Arothron hispidus; Euryhaliotrema annulocirrus on Chaetodon auriga and Chaetodon lunula; Euryhaliotrema chrysotaeniae on Lutjanus fulvus; Euryhaliotrema grandis on Chaetodon auriga and Chaetodon lunula; Haliotrema acanthuri on Acanthurus triostegus; Haliotrema aurigae on Chaetodon auriga and Chaetodon lunula; Haliotrema dempsteri on Acanthurus xanthopterus; Haliotrema minutospirale on Mulloidichthys flavolineatus; Haliotrematoides patellacirrus on Lutjanus monostigma; Neohaliotrema bombini on Abudefduf septemfasciatus and Abudefduf sordidus; Acleotrema girellae and Acleotrema parastromatei on Kyphosus cinerascens; Cemocotylella elongata on Caranx ignobilis, Caranx melampygus and Caranx papuensis; Metamicrocotyla macracantha on Crenimugil crenilabris; and Pseudopterinotrema albulaeon Albula glossodonta. All these monogenean–host combinations represent new geographical records. The monogenean species composition of the Palmyra Atoll is similar to that of the Hawaiian Islands. However, the number of species recovered was lower compared with other localities within the Indo-West Pacific, perhaps due to the geographical isolation of Palmyra Atoll.","2017-02-11","2022-08-12 20:04:15","2022-08-12 20:04:15","2022-08-03 21:38:07","1-23","","","713","","","","","","","","","","en","2022 Victor Manuel Vidal-Martinez, Lilia Catherinne Soler-Jimenez, Ma. Leopoldina  Aguirre-Macedo, John  Mclaughlin, Alejandra  Jaramillo, Jenny  Shaw, Anna  James, Ryan  Hechinger, Armand  Kuris, Kevin  Lafferty","","","","zookeys.pensoft.net","","","","/Users/camilavargas/Zotero/storage/JP9K4M4X/Vidal-Martinez et al. - 2017 - Monogenea of fishes from the lagoon flats of Palmy.pdf; /Users/camilavargas/Zotero/storage/8MSBJ4E4/Vidal-Martinez et al. - 2017 - Monogenea of fishes from the lagoon flats of Palmy.html","","padl226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V2QNUU4","journalArticle","2010","Williams, Gareth J.; Knapp, Ingrid S.; Maragos, James E.; Davy, Simon K.","Modeling patterns of coral bleaching at a remote Central Pacific atoll","Marine Pollution Bulletin","","0025-326X","10.1016/j.marpolbul.2010.05.009","https://www.sciencedirect.com/science/article/pii/S0025326X10002109","A mild bleaching event (9.2% prevalence) at Palmyra Atoll occurred in response to the 2009 ENSO, when mean water temperature reached 29.8–30.1°C. Prevalence among both abundant and sparse taxa varied with no clear pattern in susceptibility relating to coral morphology. Seven taxon-specific models showed that turbidity exacerbated while prior exposure to higher background temperatures alleviated bleaching, with these predictors explaining an average 16.3% and 11.5% variation in prevalence patterns, respectively. Positive associations occurred between bleaching prevalence and both immediate temperature during the bleaching event (average 8.4% variation explained) and increased sand cover (average 3.7%). Despite these associations, mean unexplained variation in prevalence equalled 59%. Lower bleaching prevalence in areas experiencing higher background temperatures suggests acclimation to temperature stress among several coral genera, while WWII modifications may still be impacting the reefs via shoreline sediment re-distribution and increased turbidity, exacerbating coral bleaching susceptibility during periods of high temperature stress.","2010-09-01","2022-08-12 20:04:14","2022-08-12 20:04:14","2022-05-20 00:46:51","1467-1476","","9","60","","Marine Pollution Bulletin","","","","","","","","en","","","","","ScienceDirect","","","","/Users/camilavargas/Zotero/storage/ZZ8IQHQZ/Williams et al. - 2010 - Modeling patterns of coral bleaching at a remote C.html","","Turbidity; Palmyra Atoll; Temperature; 2009 ENSO; Modeling coral bleaching; padl33; Sand cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CHBZG5E","journalArticle","2018","Williams, Jessica J.; Papastamatiou, Yannis P.; Caselle, Jennifer E.; Bradley, Darcy; Jacoby, David M. P.","Mobile marine predators: an understudied source of nutrients to coral reefs in an unfished atoll","Proceedings of the Royal Society B: Biological Sciences","","","10.1098/rspb.2017.2456","https://royalsocietypublishing.org/doi/10.1098/rspb.2017.2456","Animal movements can facilitate important ecological processes, and wide-ranging marine predators, such as sharks, potentially contribute significantly towards nutrient transfer between habitats. We applied network theory to 4 years of acoustic telemetry data for grey reef sharks (Carcharhinus amblyrhynchos) at Palmyra, an unfished atoll, to assess their potential role in nutrient dynamics throughout this remote ecosystem. We evaluated the dynamics of habitat connectivity and used network metrics to quantify shark-mediated nutrient distribution. Predator movements were consistent within year, but differed between years and by sex. Females used higher numbers of routes throughout the system, distributing nutrients over a larger proportion of the atoll. Extrapolations of tagged sharks to the population level suggest that prey consumption and subsequent egestion leads to the heterogeneous deposition of 94.5 kg d−1 of nitrogen around the atoll, with approximately 86% of this probably derived from pelagic resources. These results suggest that sharks may contribute substantially to nutrient transfer from offshore waters to near-shore reefs, subsidies that are important for coral reef health.","2018-03-28","2022-08-12 20:04:14","2022-08-12 20:04:14","2022-06-02 21:26:35","20172456","","1875","285","","","Mobile marine predators","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","","","/Users/camilavargas/Zotero/storage/ZDREX5WS/Williams et al. - 2018 - Mobile marine predators: an understudied source of.pdf","","Palmyra Atoll; grey reef sharks; acoustic telemetry; Carcharhinus amblyrhynchos; network theory; nitrogen cycle; padl104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E62RB7NI","journalArticle","2008","Dinsdale, Elizabeth A.; Pantos, Olga; Smriga, Steven; Edwards, Robert A.; Angly, Florent; Wegley, Linda; Hatay, Mark; Hall, Dana; Brown, Elysa; Haynes, Matthew; Krause, Lutz; Sala, Enric; Sandin, Stuart A.; Thurber, Rebecca Vega; Willis, Bette L.; Azam, Farooq; Knowlton, Nancy; Rohwer, Forest","Microbial Ecology of Four Coral Atolls in the Northern Line Islands","PLOS ONE","","1932-6203","10.1371/journal.pone.0001584","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0001584","Microbes are key players in both healthy and degraded coral reefs. A combination of metagenomics, microscopy, culturing, and water chemistry were used to characterize microbial communities on four coral atolls in the Northern Line Islands, central Pacific. Kingman, a small uninhabited atoll which lies most northerly in the chain, had microbial and water chemistry characteristic of an open ocean ecosystem. On this atoll the microbial community was equally divided between autotrophs (mostly Prochlorococcus spp.) and heterotrophs. In contrast, Kiritimati, a large and populated (∼5500 people) atoll, which is most southerly in the chain, had microbial and water chemistry characteristic of a near-shore environment. On Kiritimati, there were 10 times more microbial cells and virus-like particles in the water column and these microbes were dominated by heterotrophs, including a large percentage of potential pathogens. Culturable Vibrios were common only on Kiritimati. The benthic community on Kiritimati had the highest prevalence of coral disease and lowest coral cover. The middle atolls, Palmyra and Tabuaeran, had intermediate densities of microbes and viruses and higher percentages of autotrophic microbes than either Kingman or Kiritimati. The differences in microbial communities across atolls could reflect variation in 1) oceaonographic and/or hydrographic conditions or 2) human impacts associated with land-use and fishing. The fact that historically Kingman and Kiritimati did not differ strongly in their fish or benthic communities (both had large numbers of sharks and high coral cover) suggest an anthropogenic component in the differences in the microbial communities. Kingman is one of the world's most pristine coral reefs, and this dataset should serve as a baseline for future studies of coral reef microbes. Obtaining the microbial data set, from atolls is particularly important given the association of microbes in the ongoing degradation of coral reef ecosystems worldwide.","2008-02-27","2022-08-12 20:04:14","2022-08-12 20:04:14","2022-06-02 22:26:26","e1584","","2","3","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","","","/Users/camilavargas/Zotero/storage/NQTIP2WT/Dinsdale et al. - 2008 - Microbial Ecology of Four Coral Atolls in the Nort.pdf; /Users/camilavargas/Zotero/storage/923PPZW3/Dinsdale et al. - 2008 - Microbial Ecology of Four Coral Atolls in the Nort.html","","Atolls; Coral reefs; Corals; Bacteriophages; Lagoons; Metagenomics; padl117; Sea water; Vibrio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3E93MB8J","journalArticle","2011","Pereira, Alban R.; Etzbach, Lena; Engene, Niclas; Müller, Rolf; Gerwick, William H.","Molluscicidal Metabolites from an Assemblage of Palmyra Atoll Cyanobacteria","Journal of Natural Products","","0163-3864","10.1021/np200106b","https://doi.org/10.1021/np200106b","Molluscicides can play an important role in the control of schistosomiasis because snails of the genus Biomphalaria act as intermediate hosts for the parasite. Schistosomiasis is one of 13 neglected tropical diseases with high morbidity and mortality that collectively affect one billion of the world’s poorest population, mainly in developing countries. Thiopalmyrone (1) and palmyrrolinone (2), metabolites isolated from extracts of a Palmyra Atoll environmental assemblage of two cyanobacteria, cf. Oscillatoria and Hormoscilla spp., represent new and potent molluscicidal chemotypes against Biomphalaria glabrata (LC50 = 8.3 and 6.0 μM, respectively). A slight enhancement in molluscicidal effect (LC50 = 5.0 μM) was observed when these two natural products were utilized as an equimolar binary mixture.","2011-05-27","2022-08-12 20:04:14","2022-08-12 20:04:14","2022-08-11 18:19:07","1175-1181","","5","74","","J. Nat. Prod.","","","","","","","","","","","","","ACS Publications","","","","/Users/camilavargas/Zotero/storage/UEI62VSP/Pereira et al. - 2011 - Molluscicidal Metabolites from an Assemblage of Pa.html; /Users/camilavargas/Zotero/storage/4MKQ8RB2/Pereira et al. - 2011 - Molluscicidal Metabolites from an Assemblage of Pa.pdf","","padl267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5T3P8BU","journalArticle","2018","Huang, Rongyong; Yu, Kefu; Wang, Yinghui; Wang, Wenhuan; Mu, Lin; Wang, Jikun","Method to design a live coral cover sensitive index for multispectral satellite images","Optics Express","","1094-4087","10.1364/OE.26.00A374","https://opg.optica.org/oe/abstract.cfm?uri=oe-26-10-A374","Live coral cover (LCC) is regarded as the most efficient indicator of coral reef health. However, LCCs are usually sampled with standardized transect or photo quadrat techniques in field, which are incomplete and labour-intensive. To overcome such difficulties, we study a model to transfer the pixels of multispectral satellite images to quantitative LCCs. The idea is to extend band ratio-based (BR) indices to a novel index constructed using the ratio of different linear combinations (RDLC) of band reflectance and water depths. On the basis of field surveyed LCCs, an empirical process is further proposed to solve the unknown parameters of this RDLC. This approach provides new thinking for designing LCC-sensitive indices for given multispectral satellite images. The experimental results on Weizhou Island and Palmyra Atoll demonstrate that the method is effective and feasible, where the mean relative errors (MREs) are improved from 45 to 56% for BRs to 23&#x2013;29% for RDLCs for Weizhou Island.","2018-05-14","2022-08-12 20:04:13","2022-08-12 20:04:13","2022-08-03 21:15:00","A374-A397","","10","26","","Opt. Express, OE","","","","","","","","EN","&#169; 2018 Optical Society of America","","","","opg.optica.org","","","","/Users/camilavargas/Zotero/storage/9DTTTBVF/Huang et al. - 2018 - Method to design a live coral cover sensitive inde.pdf; /Users/camilavargas/Zotero/storage/BIMH4IIZ/Huang et al. - 2018 - Method to design a live coral cover sensitive inde.html","","padl223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JIJ99H2","journalArticle","2014","Work, Thierry M.; Aeby, Greta S.","Microbial aggregates within tissues infect a diversity of corals throughout the Indo-Pacific","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps10698","https://www.int-res.com/abstracts/meps/v500/p1-9/","Coral reefs are highly diverse ecosystems where symbioses play a pivotal role. Corals contain cell-associated microbial aggregates (CAMA), yet little is known about how widespread they are among coral species or the nature of the symbiotic relationship. Using histology, we found CAMA within 24 species of corals from 6 genera from Hawaii, American Samoa, Palmyra, Johnston Atoll, Guam, and Australia. Prevalence (%) of infection varied among coral genera: Acropora, Porites, and Pocillopora were commonly infected whereas Montipora were not. Acropora from the Western Pacific were significantly more likely to be infected with CAMA than those from the Central Pacific, whereas the reverse was true for Porites. Compared with apparently healthy colonies, tissues from diseased colonies were significantly more likely to have both surface and basal body walls infected. The close association of CAMA with host cells in numerous species of apparently healthy corals and lack of associated cell pathology reveals an intimate agent-host association. Furthermore, CAMA are Gram negative and in some corals may be related to chlamydia or rickettsia. We propose that CAMA in adult corals are facultative secondary symbionts that could play an important ecological role in some dominant coral genera in the Indo-Pacific. CAMA are important in the life histories of other animals, and more work is needed to understand their role in the distribution, evolution, physiology, and immunology of reef corals.","2014-03-17","2022-08-12 20:04:13","2022-08-12 20:04:13","2022-08-08 20:27:12","1-9","","","500","","","","","","","","","","en","","","","","www.int-res.com","","","","/Users/camilavargas/Zotero/storage/4UDHBPRN/Work and Aeby - 2014 - Microbial aggregates within tissues infect a diver.pdf; /Users/camilavargas/Zotero/storage/ECXZAWU4/Work and Aeby - 2014 - Microbial aggregates within tissues infect a diver.html","","Cell-associated microbial aggregates; Coral; Facultative; Histology; Microbes; padl249; Symbiont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
