"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CVBCSWM5","journalArticle","2017","Edwards, Clinton B; Eynaud, Yoan; Williams, Gareth J; Pedersen, Nicole E; Zgliczynski, Brian J; Gleason, Arthur CR; Smith, Jennifer E; Sandin, Stuart A","Large-area imaging reveals biologically driven non-random spatial patterns of corals at a remote reef","Coral Reefs","","0722-4028","10.1007/s00338-017-1624-3","https://doi.org/10.1007/s00338-017-1624-3","For sessile organisms such as reef-building corals, differences in the degree of dispersion of individuals across a landscape may result from important differences in life-history strategies or may reflect patterns of habitat availability. Descriptions of spatial patterns can thus be useful not only for the identification of key biological and physical mechanisms structuring an ecosystem, but also by providing the data necessary to generate and test ecological theory. Here, we used an in situ imaging technique to create large-area photomosaics of 16 plots at Palmyra Atoll, central Pacific, each covering 100 m(2) of benthic habitat. We mapped the location of 44,008 coral colonies and identified each to the lowest taxonomic level possible. Using metrics of spatial dispersion, we tested for departures from spatial randomness. We also used targeted model fitting to explore candidate processes leading to differences in spatial patterns among taxa. Most taxa were clustered and the degree of clustering varied by taxon. A small number of taxa did not significantly depart from randomness and none revealed evidence of spatial uniformity. Importantly, taxa that readily fragment or tolerate stress through partial mortality were more clustered. With little exception, clustering patterns were consistent with models of fragmentation and dispersal limitation. In some taxa, dispersion was linearly related to abundance, suggesting density dependence of spatial patterning. The spatial patterns of stony corals are non-random and reflect fundamental life-history characteristics of the taxa, suggesting that the reef landscape may, in many cases, have important elements of spatial predictability.","2017-12","2021-09-23 22:35:33","2021-09-23 22:35:33","","1291-1305","","4","36","","Coral Reefs","","","","","","","","English","","","","WOS:000415691300030","","","Number: 4","","","","communities,; community structure,; caribbean coral,; coral reefs,; dynamics,; ecology,; hermatypic corals,; landscape ecology,; palmyra atoll,; photomosaics,; recruitment; reproduction,; spatial dispersion,; survival,; tropical forest,; wave energy,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HED754CU","journalArticle","2017","Young, Hillary S; Miller ter-Kuile, Ana; McCauley, Douglas; Dirzo, Rodolfo","Cascading community and ecosystem consequences of introduced palms in tropical islands","Canadian Journal of Zoology","","0008-4301","10.1139/cjz-2016-0107","https://cdnsciencepub.com/doi/abs/10.1139/cjz-2016-0107%40cjz-vsi.issue01","Biological invasions are a pervasive and dominant form of anthropogenic disturbance. However, we seldom have the opportunity to evaluate the long-term, indirect, and often slow-moving cascading effects of invasions at the community and ecosystem scale. Here we synthesize the collective knowledge from 10 years of study on the influence of the deep historical introduction of coconut palms (Cocos nucifera L.) across a series of islets at Palmyra Atoll. Through a suite of pathways, we find this palm drives near-complete ecosystem state change when it becomes dominant. Abiotic conditions are transformed, with major soil nutrients 2.7-11.5 times lower and water stress 15% elevated in palm- dominated forests compared with native forest. Faunal communities are likewise dramatically altered, not only in composition but also in behavior, body size, and body condition. Biotic interactions, including herbivory rates, palatability, and seed predation, are likewise changed. Cumulatively, these changes transform food webs, leading to dramatically shortened and simplified food chains in invaded ecosystems. Many of these changes appear to create slow- acting feedback loops that favor the palm at the expense of native species. Given the widespread nature of this historical introduction, many island and coastal regions of tropical oceans may be similarly transformed.","2017-03","2021-09-23 22:35:33","2021-09-23 22:35:33","","139-148","","3","95","","Can J Zool","","","","","","","","English","","","","WOS:000398092400001","","","Number: 3","","","","central pacific,; biological invasions,; bottom-up processes,; cocos nucifera,; ecological cascades,; ecological harbingers,; forest composition,; global change,; historical introductions,; introduced species,; invasive species removal,; invasive species,; myrica-faya; oceanic island,; plant invasions,; spatial subsidies,; terrestrial ecosystems,; united-states,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2R2PWLLX","journalArticle","2019","Burnett, Michael W.; White, Timothy D.; McCauley, Douglas J.; De Leo, Giulio A.; Micheli, Fiorenza","Quantifying coconut palm extent on Pacific islands using spectral and textural analysis of very high resolution imagery","International Journal of Remote Sensing","","0143-1161 1366-5901","10.1080/01431161.2019.1594440","https://doi.org/10.1080/01431161.2019.1594440","Native forests on islands throughout the global tropics face increasing pressure from the human-driven expansion of coconut palm (Cocos nucifera) planted for the purposes of coconut oil harvest. Conversion from native forests to Cocos monocultures leads to drastic ecological consequences in island environments and alters terrestrial and marine food webs through a variety of cascading effects and feedbacks. Despite the ecological significance and geographic range of Cocos expansion, large-scale assessments of coconut proliferation are still lacking due to the isolated nature of many islands where Cocos is found. Remote sensing approaches are often used to monitor forest composition at broad scales, but the small physical size of most islands limits the use of many popular satellite sensors with 15-30 m resolution. The recent availability of very high resolution (<5 m) satellite imagery facilitates novel assessment of this major ecological pattern, but the increased resolution introduces problematic 'salt-and-pepper' effects due to the heterogeneous nature of palm frond canopies. This case study evaluates the effectiveness of applying grey-level co-occurrence matrix (GLCM) textural features to very high resolution (0.5-2 m) WorldView-2 imagery to resolve the canopy heterogeneity problem and map the extent of Cocos spread on 21 islets of Palmyra Atoll, a protected United States National Wildlife Refuge in the Northern Line Islands. A random forest (RF)-driven classification scheme differentiating between coconut palms, native trees including Pisonia grandis, and endemic Scaevola sericea shrubs achieved 97.0% overall accuracy and 98.4% producer's and user's accuracies for the coconut palm class when trained on a combined spectral and GLCM textural feature set. Classifications restricted to the eight spectral bands of WorldView-2 are not only less accurate (89.4% overall accuracy), but also significantly worse at identifying Cocos canopies (79.0% versus 98.0% accuracy when GLCM textures are included). However, paring down the full set of sixteen spectral and textural features to the three most important of each type did not result in significant changes in accuracy. These results demonstrate the effectiveness of a joint high-resolution textural and spectral approach for remotely quantifying the spread of Cocos and its impacts on native tree communities throughout the tropics, including remote island locations.","2019-10-02","2021-09-23 22:35:33","2021-09-23 22:35:33","","1-27","","19","40","","Int J Remote Sens","","","","","","","","English","","","","WOS:000465762800001","","","Number: 19","","","","atoll,; accuracy; land-cover classification,; level cooccurrence matrix,; nucifera,; random forest classifier,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3FLGURK","bookSection","2020","McLaughlin, John P; Morton, Dana N; Lafferty, Kevin D","Parasites in marine food webs","Marine Disease Ecology","0-19-255483-2","","","https://oxford.universitypressscholarship.com/view/10.1093/oso/9780198821632.001.0001/oso-9780198821632-chapter-2","","2020","2021-09-23 22:35:33","2021-09-23 22:35:33","","45","","","","","","","","","","","Oxford University Press","","","","","","","","","DOI: 10.1093/oso/9780198821632.003.0002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I23U2TM2","journalArticle","2010","Young, Hs; McCauley, Dj; Dirzo, R; Dunbar, Rb; Shaffer, Sa","Niche partitioning among and within sympatric tropical seabirds revealed by stable isotope analysis","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps08756","http://www.int-res.com/abstracts/meps/v416/p285-294/","The low productivity and unpredictable nature of resources in tropical waters would appear to make resource partitioning among predators difficult. Yet, stable isotope data from the present study suggest that substantial resource partitioning occurs among tropical seabird communities, both between and within species. In the present study, we compared δ13C and δ15N levels among 8 sympatric tropical seabird species. For a subset of these species, we also examined isotopic levels across years, breeding periods, and sexes. When breeding and non-breeding periods were both considered, we found that all species occupied distinct isotopic niches across at least one time period. Resource partitioning by age (within the same year) and year studied (for birds of the same age), within species was observed in all the species we examined. However, niche separation by sex appeared to be relatively uncommon even in sexually dimorphic species. As a group, seabirds were isotopically distinct from other marine predators. There was a strong correlation between both body mass and wing loading ratios and foraging area, as evaluated using δ13C levels. Cumulatively, the isotopic patterns observed are consistent with diet-based surveys of resource partitioning during the breeding period. Importantly, these data provide additional evidence to suggest that substantial niche partitioning among tropical seabird species persists even during non-breeding periods in open ocean environments, when direct diet-based surveys are difficult to conduct.","2010-10-14","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:27:44","285-294","","","416","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","carbon,; community,; comparative foraging ecology,; delta c-13,; delta n-15,; feathers; feeding ecology,; foraging ecology,; indian-ocean,; marine predators,; mozambique channel,; red-footed booby,; resource partitioning,; temporal variation,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCIIYZ3S","journalArticle","2010","Young, Hillary S.; Raab, Ted K.; McCauley, Douglas J.; Briggs, Amy A.; Dirzo, Rodolfo","The coconut palm, Cocos nucifera, impacts forest composition and soil characteristics at Palmyra Atoll, Central Pacific: Palms impact forest and soil characteristics","Journal of Vegetation Science","","11009233","10.1111/j.1654-1103.2010.01219.x","http://doi.wiley.com/10.1111/j.1654-1103.2010.01219.x","Question: Cocos nucifera, the coconut palm, has a pantropical distribution and reaches near monodominance in many atolls, low lying islands and coastal regions. This paper examines the ecological correlation between C. nucifera abundance and changes in forest structure, ﬂoristic diversity and forest soil characteristics.","2010-12","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:27:50","1058-1068","","6","21","","","The coconut palm, Cocos nucifera, impacts forest composition and soil characteristics at Palmyra Atoll, Central Pacific","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","differential thermal analysis,; diversity,; floristic diversity,; organic-matter,; pacific islands,; range-expanding,; soil nutrients,; thermal-analysis,; trace metals,; tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EF9UWKLV","journalArticle","2010","Young, Hillary S.; McCauley, Douglas J.; Dunbar, Robert B.; Dirzo, Rodolfo","Plants cause ecosystem nutrient depletion via the interruption of bird-derived spatial subsidies","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.0914169107","http://www.pnas.org/lookup/doi/10.1073/pnas.0914169107","Plant introductions and subsequent community shifts are known to affect nutrient cycling, but most such studies have focused on nutrient enrichment effects. The nature of plant-driven nutrient depletions and the mechanisms by which these might occur are relatively poorly understood. In this study we demonstrate that the proliferation of the commonly introduced coconut palm,               Cocos nucifera               , interrupts the flow of allochthonous marine subsidies to terrestrial ecosystems via an indirect effect: impact on birds. Birds avoid nesting or roosting in               C. nucifera               , thus reducing the critical nutrient inputs they bring from the marine environment. These decreases in marine subsidies then lead to reductions in available soil nutrients, decreases in leaf nutrient quality, diminished leaf palatability, and reduced herbivory.  This nutrient depletion pathway contrasts the more typical patterns of nutrient enrichment that follow plant species introductions. Research on the effects of spatial subsidy disruptions on ecosystems has not yet examined interruptions driven by changes within the recipient community, such as plant community shifts. The ubiquity of coconut palm introductions across the tropics and subtropics makes these observations particularly noteworthy. Equally important, the case of               C. nucifera               provides a strong demonstration of how plant community changes can dramatically impact the supply of allochthonous nutrients and thereby reshape energy flow in ecosystems.","2010-02-02","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:11","2072-2077","","5","107","","Proc Natl Acad Sci USA","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 5","","","","Animals,; Ecosystem,; Pacific Islands,; Tropical Climate; Diet,; Food Chain,; Biomass,; Birds/physiology,; Cocos/metabolism,; Marine Biology; Plants/metabolism,; Soil/analysis,; Trees/metabolism,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VWUEWXV","journalArticle","2013","Young, Hillary S.; McCauley, Douglas J.; Guevara, Roger; Dirzo, Rodolfo","Consumer preference for seeds and seedlings of rare species impacts tree diversity at multiple scales","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-012-2542-2","http://link.springer.com/10.1007/s00442-012-2542-2","Positive density-dependent seed and seedling predation, where herbivores selectively eat seeds or seedlings of common species, is thought to play a major role in creating and maintaining plant community diversity. However, many herbivores and seed predators are known to exhibit preferences for rare foods, which could lead to negative density-dependent predation. In this study, we ﬁrst demonstrate the occurrence of increased predation of locally rare tree species by a widespread group of insular seed and seedling predators, land crabs. We then build computer simulations based on these empirical data to examine the effects of such predation on diversity patterns.","2013-07","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:21","857-867","","3","172","","Oecologia","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 3","","","","Animals,; Herbivory,; Biodiversity,; Crustacea/physiology,; Seeds,; Trees/classification/embryology/growth & development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YB69DGZF","journalArticle","2014","Young, Hillary S.; McCauley, Douglas J.; Pollock, Amanda; Dirzo, Rodolfo","Differential plant damage due to litterfall in palm-dominated forest stands in a Central Pacific atoll","Journal of Tropical Ecology","","0266-4674, 1469-7831","10.1017/S026646741400008X","https://www.cambridge.org/core/product/identifier/S026646741400008X/type/journal_article","High densities of palms are common in many tropical forests. In some cases, the dominance of palms has been associated with a depauperate understorey and high rates of native seedling mortality. A variety of different potential mechanisms has been suggested to explain the sustained palm dominance in the understorey and canopy of these forests. Working in a Cocos nucifera-dominated wet tropical forest at Palmyra Atoll in the central Paciﬁc, we examine how litterfall from this pantropical, and economically important palm, impacts seedling survival. We compare rates of litterfall, and rates of litterfall-associated damage, between forest stands dominated by C. nucifera (coconut palm) and forest stands with low abundance of C. nucifera. To assess litterfall damage we survey damage to both artiﬁcial seedlings (n = 711), outplanted real seedlings of two species (with and without protection via caging; n = 204), and standing rates of litterfall damage. We ﬁnd that rates of large-litterfall damage were an average of ﬁve times higher in sites with high densities of C. nucifera. Associated with these increases we observe that levels of physical damage to artiﬁcial model seedlings caused by litterfall over a 4-mo period increased from 4.9% in sites with low abundance of C. nucifera to 16.1% in sites with high abundance of C. nucifera. Extrapolated to annual rates, litterfall damage of this magnitude exceeds the average levels observed in other published studies. Living native seedlings also showed more than 300% higher levels of mortality in forest stands with high densities of C. nucifera, a difference that was greatly reduced when protected by caging from litterfall. In contrast, uncaged C. nucifera seedlings actually had slightly higher survivorship in habitats dominated by conspeciﬁcs. We suggest that litterfall damage may be an important mechanism by which this tropical palm reaches and maintains near monodominance in many coastal and insular habitats.","2014-05","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:24","231-236","","3","30","","J. Trop. Ecol.","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 3","","","","cocos nucifera,; diversity,; establishment,; fragments,; impact; island,; litterfall,; mechanical damage,; palm,; physical damage,; rain-forest,; regeneration,; seedling mortality,; tree seedlings,; tropical moist forest,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F2QITU9","journalArticle","2017","Young, Hillary; Nigro, Katherine; McCauley, Douglas J.; Ballance, Lisa T.; Oleson, Erin M.; Baumann-Pickering, Simone","Limited trophic partitioning among sympatric delphinids off a tropical oceanic atoll","PLOS ONE","","1932-6203","10.1371/journal.pone.0181526","https://dx.plos.org/10.1371/journal.pone.0181526","","2017-08-02","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:29","e0181526","","8","12","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 8","","","","Animals,; Ecosystem,; Feeding Behavior/physiology,; Food Chain,; Behavior, Animal,; Biopsy,; Dolphins/classification/physiology,; Nutritional Status,; Remote Sensing Technology,; Skin/chemistry","","Gorokhova, Elena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMRDLMTG","journalArticle","2010","Zaunbrecher, Laura K.; Cobb, Kim M.; Beck, J. Warren; Charles, Christopher D.; Druffel, Ellen R. M.; Fairbanks, Richard G.; Griffin, Sheila; Sayani, Hussein R.","Coral records of central tropical Pacific radiocarbon variability during the last millennium: CORAL <sup>14</sup> C DURING THE LAST MILLENNIUM","Paleoceanography","","08838305","10.1029/2009PA001788","http://doi.wiley.com/10.1029/2009PA001788","","2010-12","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:33","n/a-n/a","","4","25","","Paleoceanography","Coral records of central tropical Pacific radiocarbon variability during the last millennium","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 4","","","","age calibration,; c-14,; circulation,; climate,; currents,; diagenesis,; sea,; surface ocean,; temperatures,; ventilation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73CB8XCF","journalArticle","2011","Aeby, Greta S.; Williams, Gareth J.; Franklin, Erik C.; Haapkyla, Jessica; Harvell, C. Drew; Neale, Stephen; Page, Cathie A.; Raymundo, Laurie; Vargas-Ángel, Bernardo; Willis, Bette L.; Work, Thierry M.; Davy, Simon K.","Growth Anomalies on the Coral Genera Acropora and Porites Are Strongly Associated with Host Density and Human Population Size across the Indo-Pacific","PLoS ONE","","1932-6203","10.1371/journal.pone.0016887","https://dx.plos.org/10.1371/journal.pone.0016887","Growth anomalies (GAs) are common, tumor-like diseases that can cause significant morbidity and decreased fecundity in the major Indo-Pacific reef-building coral genera, Acropora and Porites. GAs are unusually tractable for testing hypotheses about drivers of coral disease because of their pan-Pacific distributions, relatively high occurrence, and unambiguous ease of identification. We modeled multiple disease-environment associations that may underlie the prevalence of Acropora growth anomalies (AGA) (n = 304 surveys) and Porites growth anomalies (PGA) (n = 602 surveys) from across the Indo-Pacific. Nine predictor variables were modeled, including coral host abundance, human population size, and sea surface temperature and ultra-violet radiation anomalies. Prevalence of both AGAs and PGAs were strongly host density-dependent. PGAs additionally showed strong positive associations with human population size. Although this association has been widely posited, this is one of the first broad-scale studies unambiguously linking a coral disease with human population size. These results emphasize that individual coral diseases can show relatively distinct patterns of association with environmental predictors, even in similar diseases (growth anomalies) found on different host genera (Acropora vs. Porites). As human densities and environmental degradation increase globally, the prevalence of coral diseases like PGAs could increase accordingly, halted only perhaps by declines in host density below thresholds required for disease establishment.","2011-02-18","2021-09-23 22:35:33","2021-09-23 22:35:33","2021-06-28 14:28:37","e16887","","2","6","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0016887&type=printable","Animals,; Ecosystem,; Pacific Ocean,; Environment,; Population Density,; Animal Diseases/epidemiology,; Anthozoa/classification/growth & development,; Growth Disorders/epidemiology,; Human Activities/statistics & numerical data,; Humans,; Indian Ocean,; Prevalence","","Voolstra, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23CNCWAW","journalArticle","","Bauer, Aaron M; Hathaway, Stacie A; Fisher, Robert N","Polydactyly in the Central Pacific Gecko, Lepidodactylus sp. (Squamata: Gekkonidae)","","","","","","We report the first known case of naturally occurring polydactyly in a gekkotan lizard. A single individual from Palmyra Atoll exhibited a triplication of digit III of the manus, resulting in seven normally-formed and apparently functional digits on the right hand. No obvious teratogenic sources are present on the atoll and the causal factors of polydactyly in Lepidodactylus sp. remain unknown.","","2021-09-23 22:35:33","2021-09-23 22:35:33","","4","","","","","","","","","","","","","en","","","","","Zotero","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IUZIWKH","journalArticle","2008","Baumann, Simone; Hildebrand, John A.; Wiggins, Sean M.; Schnitzler, Hans‐Ulrich","Species identification and measurement of activity in odontocete species of Palmyra Atoll by acoustic monitoring","The Journal of the Acoustical Society of America","","0001-4966","10.1121/1.2932958","http://asa.scitation.org/doi/10.1121/1.2932958","","2008-05","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:28:40","3099-3099","","5","123","","The Journal of the Acoustical Society of America","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4843IY3","journalArticle","2010","Baumann-Pickering, Simone; Wiggins, Sean M.; Roth, Ethan H.; Roch, Marie A.; Schnitzler, Hans-Ulrich; Hildebrand, John A.","Echolocation signals of a beaked whale at Palmyra Atoll","The Journal of the Acoustical Society of America","","0001-4966","10.1121/1.3409478","http://asa.scitation.org/doi/10.1121/1.3409478","","2010-06","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:28:43","3790-3799","","6","127","","The Journal of the Acoustical Society of America","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","Animals,; Hawaii,; Pacific Ocean,; Species Specificity,; Acoustics,; Animals, Wild,; Echolocation,; Sound Spectrography,; Time Factors,; Whales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7MJ89BV","journalArticle","2008","Bell, James J.; Carballo, José Luis","Patterns of sponge biodiversity and abundance across different biogeographic regions","Marine Biology","","0025-3162, 1432-1793","10.1007/s00227-008-1036-6","http://link.springer.com/10.1007/s00227-008-1036-6","","2008-11","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:28:47","563-570","","6","155","","Mar Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 6","","","","communities,; coral-reefs,; assemblages,; disturbance,; diversity gradients,; ecology; intertidal boulder-fields,; marine sponges,; porifera,; species-area relationship,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHDSUTKC","journalArticle","2017","Bradley, Darcy; Conklin, Eric; Papastamatiou, Yannis P.; McCauley, Douglas J.; Pollock, Kydd; Kendall, Bruce E.; Gaines, Steven D.; Caselle, Jennifer E.","Growth and life history variability of the grey reef shark (Carcharhinus amblyrhynchos) across its range","PLOS ONE","","1932-6203","10.1371/journal.pone.0172370","https://dx.plos.org/10.1371/journal.pone.0172370","","2017-02-16","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:28:50","e0172370","","2","12","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 2","","","","Animals,; Ecosystem,; Conservation of Natural Resources,; Female,; Male,; Population Density,; Sharks/growth & development; Life Cycle Stages/physiology,","","Patterson, Heather M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WK3D4F8U","journalArticle","","Braun, C L; Smith, J E; Vroom, P S","Examination of Algal Diversity and Benthic Community Structure at Palmyra Atoll, U.S. Line Islands","","","","","","Palmyra Atoll National Wildlife Refuge is the second largest atoll under U.S. jurisdiction in the Pacific Ocean. Until recently, little was known about benthic communities and, more specifically, algal abundance at Palmyra aside from species lists generated during 1916, 1955 and 1959 expeditions. Since 2000, NOAA’s Pacific Islands Fisheries Science Center, Coral Reef Ecosystem Division has conducted six rapid ecological assessment surveys to monitor and gather baseline data for reefs surrounding Palmyra. Additionally, Scripps Institute of Oceanography documented benthic community structure on Palmyra’s reefs during a 2005 expedition. This study reports on the current state of knowledge for benthic community composition and algal community structure across the atoll. Benthic communities in fore reef areas (10 m depth) were dominated by reef builders (coral and crustose coralline algae) covering ~50% of the benthos, while turf algae, macroalgae, soft corals, and other invertebrates covered the remaining surfaces. Species of Halimeda, Lobophora, Dictyosphaeria, Galaxaura and Dichotomaria were among the 5 most common macroalgae recorded. Overall, the reef communities around Palmyra appear relatively healthy. Developing comprehensive species lists and continuing benthic monitoring will allow reef managers to detect ecosystem changes, including possible introduced and invasive species.","","2021-09-23 22:35:34","2021-09-23 22:35:34","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FUX3PEG","journalArticle","2012","Briggs, Amy A.; Young, Hillary S.; McCauley, Douglas J.; Hathaway, Stacie A.; Dirzo, Rodolfo; Fisher, Robert N.","Effects of Spatial Subsidies and Habitat Structure on the Foraging Ecology and Size of Geckos","PLoS ONE","","1932-6203","10.1371/journal.pone.0041364","https://dx.plos.org/10.1371/journal.pone.0041364","While it is well established that ecosystem subsidies—the addition of energy, nutrients, or materials across ecosystem boundaries—can affect consumer abundance, there is less information available on how subsidy levels may affect consumer diet, body condition, trophic position, and resource partitioning among consumer species. There is also little information on whether changes in vegetation structure commonly associated with spatial variation in subsidies may play an important role in driving consumer responses to subsidies. To address these knowledge gaps, we studied changes in abundance, diet, trophic position, size, and body condition of two congeneric gecko species (Lepidodactylus spp.) that coexist in palm dominated and native (hereafter dicot dominated) forests across the Central Pacific. These forests differ strongly both in the amount of marine subsidies that they receive from seabird guano and carcasses, and in the physical structure of the habitat. Contrary to other studies, we found that subsidy level had no impact on the abundance of either gecko species; it also did not have any apparent effects on resource partitioning between species. However, it did affect body size, dietary composition, and trophic position of both species. Geckos in subsidized, dicot forests were larger, had higher body condition and more diverse diets, and occupied a much higher trophic position than geckos found in palm dominated, low subsidy level forests. Both direct variation in subsidy levels and associated changes in habitat structure appear to play a role in driving these responses. These results suggest that variation in subsidy levels may drive important behavioral responses in predators, even when their numerical response is limited. Strong changes in trophic position of consumers also suggest that subsidies may drive increasingly complex food webs, with longer overall food chain length.","2012-08-10","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:29:01","e41364","","8","7","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 8","","","","Animals,; Ecosystem,; Food Chain,; Female,; Male,; Body Size,; Lizards,; Population Dynamics,; Soil,; Trees","","Dornhaus, Anna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FZ6IFUE","journalArticle","2009","Brownell Jr., Robert L.; Ralls, Katherine; Baumann-Pickering, Simone; Poole, M. Michael","Behavior of melon-headed whales, <i>Peponocephala electra</i> , near oceanic islands","Marine Mammal Science","","08240469, 17487692","10.1111/j.1748-7692.2009.00281.x","http://doi.wiley.com/10.1111/j.1748-7692.2009.00281.x","","2009-07","2021-09-23 22:35:34","2021-09-23 22:35:34","2021-06-28 14:29:03","639-658","","3","25","","","","","","","","","","en","","","","","DOI.org (Crossref)","","Number: 3","","","","behavior,; Hanalei Bay,; Hatihue Bay,; lunar cycles,; mass-stranding,; melon-headed whales,; midfrequency sonar,; Peponocephala electra,; Sasanhaya Bay","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
