transfered_to_zotero_online,padl_n,title,pub_type,parc_status,parc_number,lib_status,pub_location,data_link,reference,publication_year,author,journal_title,doi,abstract,keywords,notes,address_mgmt_action_which_one
,,Monogenea of fishes from the lagoon flats of Palmyra Atoll in the Central Pacific,paper,NO PARC,-,,http://dx.doi.org/10.3897/zookeys.713.14732,,,2017,"Vidal-Martinez, VM; Soler-Jimenez, LC; Aguirre-Macedo, ML; Mclaughlin, J; Jaramillo, AG; Shaw, JC; James, A; Hechinger, RF; Kuris, AM; Lafferty, KD",ZOOKEYS,10.3897/zookeys.713.14732,"A survey of the monogeneans of fishes from the lagoon flats of Palmyra Atoll detected 16 species already reported from the Indo-West Pacific faunal region. A total of 653 individual fish from 44 species were collected from the sand flats bordering the lagoon of the atoll. Eighteen species of fish were infected with monogeneans. The monogenean species recovered were: Benedenia hawaiiensis on Acanthurus xanthopterus, Chaetodon auriga, Chaetodon lunula, Mulloidichthys flavolineatus, Pseudobalistes flavimarginatus and Rhinecanthus aculeatus; Ancyrocephalus ornatus on Arothron hispidus; Euryhaliotrema annulocirrus on Chaetodon auriga and Chaetodon lunula; Euryhaliotrema chrysotaeniae on Lutjanus fulvus; Euryhaliotrema grandis on Chaetodon auriga and Chaetodon lunula; Haliotrema acanthuri on Acanthurus triostegus; Haliotrema aurigae on Chaetodon auriga and Chaetodon lunula; Haliotrema dempsteri on Acanthurus xanthopterus; Haliotrema minutospirale on Mulloidichthys flavolineatus; Haliotrematoides patellacirrus on Lutjanus monostigma; Neohaliotrema bombini on Abudefduf septemfasciatus and Abudefduf sordidus; Acleotrema girellae and Acleotrema parastromatei on Kyphosus cinerascens; Cemocotylella elongata on Caranx ignobilis, Caranx melampygus and Caranx papuensis; Metamicrocotyla macracantha on Crenimugil crenilabris; and Pseudopterinotrema albulae on Albula glossodonta. All these monogenean-host combinations represent new geographical records. The monogenean species composition of the Palmyra Atoll is similar to that of the Hawaiian Islands. However, the number of species recovered was lower compared with other localities within the Indo-West Pacific, perhaps due to the geographical isolation of Palmyra Atoll.",,,
,,"Dissepiments, density bands and signatures of thermal stress in Porites skeletons",paper,NO PARC,-,,http://dx.doi.org/10.1007/s00338-017-1566-9,,,2017,"DeCarlo, TM; Cohen, AL",CORAL REEFS,10.1007/s00338-017-1566-9,"The skeletons of many reef-building corals are accreted with rhythmic structural patterns that serve as valuable sclerochronometers. Annual high- and low-density band couplets, visible in X-radiographs or computed tomography scans, are used to construct age models for paleoclimate reconstructions and to track variability in coral growth over time. In some corals, discrete, anomalously high-density bands, called stress bands, preserve information about coral bleaching. However, the mechanisms underlying the formation of coral skeletal density banding remain unclear. Dissepiments thin, horizontal sheets of calcium carbonate accreted by the coral to support the living polyp play a key role in the upward growth of the colony. Here, we first conducted a vital staining experiment to test whether dissepiments were accreted with lunar periodicity in Porites coral skeleton, as previously hypothesized. Over 6, 15, and 21 months, dissepiments consistently formed in a 1:1 ratio to the number of full moons elapsed over each study period. We measured dissepiment spacing to reconstruct multiple years of monthly skeletal extension rates in two Porites colonies from Palmyra Atoll and in another from Palau that bleached in 1998 under anomalously high sea temperatures. Spacing between successive dissepiments exhibited strong seasonality in corals containing annual density bands, with narrow (wide) spacing associated with high (low) density, respectively. A high-density stress band accreted during the 1998 bleaching event was associated with anomalously low dissepiment spacing and missed dissepiments, implying that thermal stress disrupts skeletal extension. Further, uranium/calcium ratios increased within stress bands, indicating a reduction in the carbonate ion concentration of the coral's calcifying fluid under stress. Our study verifies the lunar periodicity of dissepiments, provides a mechanistic basis for the formation of annual density bands in Porites, and reveals the underlying cause of high-density stress bands.",,,
,,Porites superfusa mortality and recovery from a bleaching event at Palmyra Atoll USA,paper,NO PARC,-,,http://dx.doi.org/10.7717/peerj.3204,,,2017,"Furby, KA; Smith, JE; Sandin, SA",PEERJ,10.7717/peerj.3204,"Background. The demography of a coral colony is not a binary trajectory of life and death. Based on the flexibility afforded by colonial organization, most reef-building corals employ a variety of dynamic survival strategies, including growth and shrinkage. The demographic flexibility affects coral size, shape and reproductive output, among other factors. It is thus critical to quantify the relative importance of key dynamics of recruitment, mortality, growth and shrinkage in changing the overall cover of coral on a reef. Methods. Using fixed photographic quadrats, we tracked the patterns of change in the cover of one common central Pacific coral, Porites superfusa, before and after the 2009 ENSO event. Results. Coral colonies suffered both whole and partial colony mortality, although larger colonies were more likely to survive. In subsequent years, recruitment of new colonies and regrowth of surviving colonies both contributed to the modest recovery of P. superfusa. Discussion. This study is unique in its quantitative comparisons of coral recruitment versus regrowth during periods of areal expansion. Our data suggest that recovery is not limited simply to the long pathway of settlement, recruitment and early growth of new colonies but is accelerated by means of regrowth of already established colonies having suffered partial mortality.",,,
,,Analysis of animal accelerometer data using hidden Markov models,paper,NO PARC,-,,http://dx.doi.org/10.1111/2041-210X.12657,,,2017,"Leos-Barajas, V; Photopoulou, T; Langrock, R; Patterson, TA; Watanabe, YY; Murgatroyd, M; Papastamatiou, YP",METHODS IN ECOLOGY AND EVOLUTION,10.1111/2041-210X.12657,"1. Use of accelerometers is now widespread within animal biologging as they provide a means of measuring an animal's activity in a meaningful and quantitative way where direct observation is not possible. In sequential acceleration data, there is a natural dependence between observations of behaviour, a fact that has been largely ignored in most analyses. Analyses of acceleration data where serial dependence has been explicitly modelled have largely relied on hidden Markov models (HMMs). Depending on the aim of an analysis, an HMM can be used for state prediction or to make inferences about drivers of behaviour. For state prediction, a supervised learning approach can be applied. That is, an HMM is trained to classify unlabelled acceleration data into a finite set of pre-specified categories. An unsupervised learning approach can be used to infer new aspects of animal behaviour when biologically meaningful response variables are used, with the caveat that the states may not map to specific behaviours. We provide the details necessary to implement and assess an HMM in both the supervised and unsupervised learning context and discuss the data requirements of each case. We outline two applications to marine and aerial systems (shark and eagle) taking the unsupervised learning approach, which is more readily applicable to animal activity measured in the field. HMMs were used to infer the effects of temporal, atmospheric and tidal inputs on animal behaviour. Animal accelerometer data allow ecologists to identify important correlates and drivers of animal activity (and hence behaviour). The HMM framework is well suited to deal with the main features commonly observed in accelerometer data and can easily be extended to suit a wide range of types of animal activity data. The ability to combine direct observations of animal activity with statistical models, which account for the features of accelerometer data, offers a new way to quantify animal behaviour and energetic expenditure and to deepen our insights into individual behaviour as a constituent of populations and ecosystems.",,,
,,Inferring animal social networks and leadership: applications for passive monitoring arrays,paper,NO PARC,-,,http://dx.doi.org/10.1098/rsif.2016.0676,,,2016,"Jacoby, DMP; Papastamatiou, YP; Freeman, R",JOURNAL OF THE ROYAL SOCIETY INTERFACE,10.1098/rsif.2016.0676,"Analyses of animal social networks have frequently benefited from techniques derived from other disciplines. Recently, machine learning algorithms have been adopted to infer social associations from time-series data gathered using remote, telemetry systems situated at provisioning sites. We adapt and modify existing inference methods to reveal the underlying social structure of wide-ranging marine predators moving through spatial arrays of passive acoustic receivers. From six months of tracking data for grey reef sharks (Carcharhinus amblyrhynchos) at Palmyra atoll in the Pacific Ocean, we demonstrate that some individuals emerge as leaders within the population and that this behavioural coordination is predicted by both sex and the duration of co-occurrences between conspecifics. In doing so, we provide the first evidence of long-term, spatially extensive social processes in wild sharks. To achieve these results, we interrogate simulated and real tracking data with the explicit purpose of drawing attention to the key considerations in the use and interpretation of inference methods and their impact on resultant social structure. We provide a modified translation of the GMMEvents method for R, including new analyses quantifying the directionality and duration of social events with the aim of encouraging the careful use of these methods more widely in less tractable social animal systems but where passive telemetry is already widespread.",,,
,,Mutation of the toxR or mshA genes from Vibrio coralliilyticus strain OCN014 reduces infection of the coral Acropora cytherea,paper,NO PARC,-,,http://dx.doi.org/10.1111/1462-2920.13428,,,2016,"Ushijima, B; Videau, P; Poscablo, D; Stengel, JW; Beurmann, S; Burger, AH; Aeby, GS; Callahan, SM",ENVIRONMENTAL MICROBIOLOGY,10.1111/1462-2920.13428,"Thermal stress increases the incidence of coral disease, which is predicted to become more common with climate change, even on pristine reefs such as those surrounding Palmyra Atoll in the Northern Line Islands that experience minimal anthropogenic stress. Here we describe a strain of Vibrio coralliilyticus, OCN014, which was isolated from Acropora cytherea during an outbreak of Acropora white syndrome (AWS), a tissue loss disease that infected 25% of the A. cytherea population at Palmyra Atoll in 2009. OCN014 recreated signs of disease in experimentally infected corals in a temperature-dependent manner. Genes in OCN014 with expression levels positively correlated with temperature were identified using a transposon-mediated genetic screen. Mutant strains harbouring transposon insertions in two such genes, toxR (a toxin regulator) and mshA (the 11th gene of the 16-gene mannose-sensitive hemagglutinin (MSHA) type IV pilus operon), had reduced infectivity of A. cytherea. Deletion of toxR and the MSHA operon in a second strain of V. coralliilyticus, OCN008, that induces acute Montipora white syndrome in a temperature-independent manner had similarly reduced virulence. This work provides a link between temperature-dependent expression of virulence factors in a pathogen and infection of its coral host.",,,
,,Global microbialization of coral reefs,paper,NO PARC,-,,http://dx.doi.org/10.1038/NMICROBIOL.2016.42,,,2016,"Haas, AF; Fairoz, MFM; Kelly, LW; Nelson, CE; Dinsdale, EA; Edwards, RA; Giles, S; Hatay, M; Hisakawa, N; Knowles, B; Lim, YW; Maughan, H; Pantos, O; Roach, TNF; Sanchez, SE; Silveira, CB; Sandin, S; Smith, JE; Rohwer, F",NATURE MICROBIOLOGY,10.1038/NMICROBIOL.2016.42,"Microbialization refers to the observed shift in ecosystem trophic structure towards higher microbial biomass and energy use. On coral reefs, the proximal causes of microbialization are overfishing and eutrophication, both of which facilitate enhanced growth of fleshy algae, conferring a competitive advantage over calcifying corals and coralline algae. The proposed mechanism for this competitive advantage is the DDAM positive feedback loop (dissolved organic carbon (DOC), disease, algae, microorganism), where DOC released by ungrazed fleshy algae supports copiotrophic, potentially pathogenic bacterial communities, ultimately harming corals and maintaining algal competitive dominance. Using an unprecedented data set of >400 samples from 60 coral reef sites, we show that the central DDAM predictions are consistent across three ocean basins. Reef algal cover is positively correlated with lower concentrations of DOC and higher microbial abundances. On turf and fleshy macroalgal-rich reefs, higher relative abundances of copiotrophic microbial taxa were identified. These microbial communities shift their metabolic potential for carbohydrate degradation from the more energy efficient Embden-Meyerhof-Parnas pathway on coral-dominated reefs to the less efficient Entner-Doudoroff and pentose phosphate pathways on algal-dominated reefs. This 'yield-to-power' switch by microorganism directly threatens reefs via increased hypoxia and greater CO2 release from the microbial respiration of DOC.",,,
,,Assessment of net community production and calcification of a coral reef using a boundary layer approach,paper,NO PARC,-,,http://dx.doi.org/10.1002/2016JC011886,,,2016,"Takeshita, Y; McGillis, W; Briggs, EM; Carter, AL; Donham, EM; Martz, TR; Price, NN; Smith, JE",JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1002/2016JC011886,"Coral reefs are threatened worldwide, and there is a need to develop new approaches to monitor reef health under natural conditions. Because simultaneous measurements of net community production (NCP) and net community calcification (NCC) are used as important indicators of reef health, tools are needed to assess them in situ. Here we present the Benthic Ecosystem and Acidification Measurement System (BEAMS) to provide the first fully autonomous approach capable of sustained, simultaneous measurements of reef NCP and NCC under undisturbed, natural conditions on time scales ranging from tens of minutes to weeks. BEAMS combines the chemical and velocity gradient in the benthic boundary layer to quantify flux from the benthos for a variety of parameters to measure NCP and NCC. Here BEAMS was used to measure these rates from two different sites with different benthic communities on the western reef terrace at Palmyra Atoll for 2 weeks in September 2014. Measurements were made every similar to 15 min. The trends in metabolic rates were consistent with the benthic communities between the two sites with one dominated by fleshy organisms and the other dominated by calcifiers (degraded and healthy reefs, respectively). This demonstrates the potential utility of BEAMS as a reef health monitoring tool. NCP and NCC were tightly coupled on time scales of minutes to days, and light was the primary driver for the variability of daily integrated metabolic rates. No correlation between CO2 levels and daily integrated NCC was observed, indicating that NCC at these sites were not significantly affected by CO2.",,,
,,Stable and sporadic symbiotic communities of coral and algal holobionts,paper,NO PARC,-,,http://dx.doi.org/10.1038/ismej.2015.190,,,2016,"Hester, ER; Barott, KL; Nulton, J; Vermeij, MJA; Rohwer, FL",ISME JOURNAL,10.1038/ismej.2015.190,"Coral and algal holobionts are assemblages of macroorganisms and microorganisms, including viruses, Bacteria, Archaea, protists and fungi. Despite a decade of research, it remains unclear whether these associations are spatial-temporally stable or species-specific. We hypothesized that conflicting interpretations of the data arise from high noise associated with sporadic microbial symbionts overwhelming signatures of stable holobiont members. To test this hypothesis, the bacterial communities associated with three coral species (Acropora rosaria, Acropora hyacinthus and Porites lutea) and two algal guilds (crustose coralline algae and turf algae) from 131 samples were analyzed using a novel statistical approach termed the Abundance-Ubiquity (AU) test. The AU test determines whether a given bacterial species would be present given additional sampling effort (that is, stable) versus those species that are sporadically associated with a sample. Using the AU test, we show that coral and algal holobionts have a high-diversity group of stable symbionts. Stable symbionts are not exclusive to one species of coral or algae. No single bacterial species was ubiquitously associated with one host, showing that there is not strict heredity of the microbiome. In addition to the stable symbionts, there was a low-diversity community of sporadic symbionts whose abundance varied widely across individual holobionts of the same species. Identification of these two symbiont communities supports the holobiont model and calls into question the hologenome theory of evolution.",,,
,,Lytic to temperate switching of viral communities,paper,NO PARC,-,,http://dx.doi.org/10.1038/nature17193,,,2016,"Knowles, B; Silveira, CB; Bailey, BA; Barott, K; Cantu, VA; Cobian-Guemes, AG; Coutinho, FH; Dinsdale, EA; Felts, B; Furby, KA; George, EE; Green, KT; Gregoracci, GB; Haas, AF; Haggerty, JM; Hester, ER; Hisakawa, N; Kelly, LW; Lim, YW; Little, M; Luque, A; McDole-Somera, T; McNair, K; de Oliveira, LS; Quistad, SD; Robinett, NL; Sala, E; Salamon, P; Sanchez, SE; Sandin, S; Silva, GGZ; Smith, J; Sullivan, C; Thompson, C; Vermeij, MJA; Youle, M; Young, C; Zgliczynski, B; Brainard, R; Edwards, RA; Nulton, J; Thompson, F; Rohwer, F",NATURE,10.1038/nature17193,"Microbial viruses can control host abundances via density-dependent lytic predator-prey dynamics. Less clear is how temperate viruses, which coexist and replicate with their host, influence microbial communities. Here we show that virus-like particles are relatively less abundant at high host densities. This suggests suppressed lysis where established models predict lytic dynamics are favoured. Meta-analysis of published viral and microbial densities showed that this trend was widespread in diverse ecosystems ranging from soil to freshwater to human lungs. Experimental manipulations showed viral densities more consistent with temperate than lytic life cycles at increasing microbial abundance. An analysis of 24 coral reef viromes showed a relative increase in the abundance of hallmark genes encoded by temperate viruses with increased microbial abundance. Based on these four lines of evidence, we propose the Piggyback-the-Winner model wherein temperate dynamics become increasingly important in ecosystems with high microbial densities; thus 'more microbes, fewer viruses'.",,,
,,Characterizing seawater oxygen isotopic variability in a regional ocean modeling framework: Implications for coral proxy records,paper,NO PARC,-,,http://dx.doi.org/10.1002/2015PA002824,,,2015,"Stevenson, S; Powell, BS; Merrifield, MA; Cobb, KM; Nusbaumer, J; Noone, D",PALEOCEANOGRAPHY,10.1002/2015PA002824,"Reconstructions of the El Nino-Southern Oscillation (ENSO) are often created using the oxygen isotopic ratio in tropical coral skeletons (delta O-18). However, coral delta O-18 can be difficult to interpret quantitatively, as it reflects changes in both temperature and the delta O-18 value of seawater. Small-scale (10-100 km) processes affecting local temperature and seawater delta O-18 are also poorly quantified and contribute an unknown amount to intercoral delta O-18 offsets. A new version of the Regional Ocean Modeling System capable of directly simulating seawater delta O-18 (isoROMS) is therefore presented to address these issues. The model is used to simulate delta O-18 variations over the 1979-2009 period throughout the Pacific at coarse (O(50 km)) resolution, in addition to 10 km downscaling experiments covering the central equatorial Pacific Line Islands, a preferred site for paleo-ENSO reconstruction from corals. A major impact of downscaling at the Line Islands is the ability to resolve fronts associated with tropical instability waves (TIWs), which generate large excursions in both temperature and seawater delta O-18 at Palmyra Atoll (5.9 degrees N, 162.1 degrees W). TIW-related sea surface temperature gradients are smaller at neighboring Christmas Island (1.9 degrees N, 157.5 degrees W), but the interaction of mesoscale features with the steep island topography nonetheless generates cross-island temperature differences of up to 1 degrees C. These nonlinear processes alter the slope of the salinity: seawater delta O-18 relationship at Palmyra and Christmas, as well as affect the relation between coral delta O-18 and indices of ENSO variability. Consideration of the full physical oceanographic context of reef environments is therefore crucial for improving delta O-18-based ENSO reconstructions.",,,
,,"Morphological and genetic analysis of the Coolia monotis species complex with the introduction of two new species, Coolia santacroce sp nov and Coolia palmyrensis sp nov (Dinophyceae)",paper,NO PARC,-,,http://dx.doi.org/10.1016/j.hal.2015.05.002,,,2015,"Karafas, S; York, R; Tomas, C",HARMFUL ALGAE,10.1016/j.hal.2015.05.002,"The dinoflagellate genus Coolia Meunier is an important epi-benthic organism that is commonly found in association with other dinoflagellates known to cause ciguatera. Two closely related taxa, Coolia monotis and Coolia malayensis, make up the C. monotis species complex. In this study we introduce two new toxic species that should be included in that complex, Coolia palmyrensis Karafas, Tomas, York sp. nov. and Coolia santacroce Karafas, Tomas, York sp. nov., collected from the Palmyra Atoll in the Pacific Ocean and Saint Croix, US Virgin Islands, respectively. These two species can be distinguished morphologically by size, pore shape, pore density, and the relative size of the apical pore complex. The ITS1/5.8S/ITS2 and the D1/D2 regions of the LSU rDNA were used to provide molecular support of morphological observations using maximum likelihood and Bayesian analyses. Furthermore, C. palmyrensis and C. santacroce both showed cytotoxic effects on human derived cells in vitro. (C) 2015 Elsevier B.V. All rights reserved.",,,
,,"Barcoding Techniques Help Tracking the Evolutionary History of the Introduced Species Pennaria disticha (Hydrozoa, Cnidaria)",paper,NO PARC,-,,http://dx.doi.org/10.1371/journal.pone.0144762,,,2015,"Miglietta, MP; Odegard, D; Faure, B; Faucci, A",PLOS ONE,10.1371/journal.pone.0144762,"The Christmas tree hydroid Pennaria disticha is listed as one of the most common introduced species in Hawaii. Firstly reported in Kaneohe Bay (Oahu) in 1928, it is now established throughout the entire archipelago, including the Northwestern Hawaiian Islands, a U.S. National Monument and World Heritage site. The Hawaiian population of P. disticha has also been reported as being the source of further introductions to Palmyra Atoll in the U.S. Line Islands. Using a phylogenetic hypothesis based on a 611 base pair fragment of the mitochondrial 16S barcoding gene, we demonstrate that P. disticha is a complex of cryptic species, rather than one species with cosmopolitan distribution. We also show that in Hawaii there are three species of Pennaria, rather than one introduced species. Two of these species share haplotypes with specimens from distant locations such as Florida and Panama and may have been introduced, possibly from the Atlantic Ocean. A third species could either represent a lineage with nearly cosmopolitan distribution, or another introduced species. Our dataset refutes the widely accepted idea that only one lineage of P. disticha is present in Hawaii. On the contrary, P. disticha in Hawaii may be the outcome of multiple independent introductions of several morphologically undistinguishable cryptic lineages. Our results uncover an unsuspected complexity within the very common hydroid P. disticha, and highlight the need for routine use of molecular tools, such as DNA barcoding, to improve the identification and recognition of non-indigenous species.",,,
,,Acoustic behavior of melon-headed whales varies on a diel cycle,paper,NO PARC,-,,http://dx.doi.org/10.1007/s00265-015-1967-0,,,2015,"Baumann-Pickering, S; Roch, MA; Wiggins, SM; Schnitzler, HU; Hildebrand, JA",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-015-1967-0,"Many terrestrial and marine species have a diel activity pattern, and their acoustic signaling follows their current behavioral state. Whistles and echolocation clicks on long-term recordings produced by melon-headed whales (Peponocephala electra) at Palmyra Atoll indicated that these signals were used selectively during different phases of the day, strengthening the idea of nighttime foraging and daytime resting with afternoon socializing for this species. Spectral features of their echolocation clicks changed from day to night, shifting the median center frequency up. Additionally, click received levels increased with increasing ambient noise during both day and night. Ambient noise over a wide frequency band was on average higher at night. The diel adjustment of click features might be a reaction to acoustic masking caused by these nighttime sounds. Similar adaptations have been documented for numerous taxa in response to noise. Or it could be, unrelated, an increase in biosonar source levels and with it a shift in center frequency to enhance detection distances during foraging at night. Call modifications in intensity, directionality, frequency, and duration according to echolocation task are well established for bats. This finding indicates that melon-headed whales have flexibility in their acoustic behavior, and they collectively and repeatedly adapt their signals from day- to nighttime circumstances.",,,
,,Causes of mortality in green turtles from Hawaii and the insular Pacific exclusive of fibropapillomatosis,paper,NO PARC,-,,http://dx.doi.org/10.3354/dao02890,,,2015,"Work, TM; Balazs, GH; Summers, TM; Hapdei, JR; Tagarino, AP",DISEASES OF AQUATIC ORGANISMS,10.3354/dao02890,"Fibropapillomatosis (FP) comprises a majority of green turtle stranding in Hawaii; however, green turtles in the Pacific are also susceptible to non-FP related causes of death. We present here necropsy findings from 230 free-ranging green turtles originating from Hawaii, the Mariana archipelago, Palmyra Atoll, American Samoa, and Johnston Atoll that died from non-FP related causes. Most turtles died from fishing-induced or boat strike trauma followed by infectious/inflammatory diseases, nutritional problems (mainly cachexia), and an array of physiologic problems. Infectious/inflammatory problems included bacterial diseases of the lungs, eyes, liver or intestines, spirorchid fluke infection, or polyarthritis of unknown origin. Likelihood of a successful diagnosis of cause of death was a function of post-mortem decomposition. Fibropapillomatosis was not seen in turtles submitted from outside Hawaii. The preponderance of anthropogenic causes of mortality offers some management opportunities to mitigate causes of death in these animals by, for example, implementing measures to decrease boating and fishing interactions.",,,
,,"Non-target species mortality and the measurement of brodifacoum rodenticide residues after a rat (Rattus rattus) eradication on Palmyra Atoll, tropical Pacific",paper,NO PARC,-,,http://dx.doi.org/10.1016/j.biocon.2015.01.008,,,2015,"Pitt, WC; Berentsen, AR; Shiels, AB; Volker, SF; Eisemann, JD; Wegmann, AS; Howald, GR",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2015.01.008,"The use of rodenticides to control or eradicate invasive rats (Rattus spp.) for conservation purposes has rapidly grown in the past decades, especially on islands. The non-target consequences and the fate of toxicant residue from such rodent eradication operations have not been well explored. In a cooperative effort, we monitored the application of a rodenticide, 'Brodifacoum 25W: Conservation', during an attempt to eradicate Rattus rattus from Palmyra Atoll. In 2011, Brodifacoum 25W: Conservation was aerially broadcasted twice over the entire atoll (2.5 km(2)) at rates of 80 kg/ha and 75 kg/ha and a supplemental hand broadcast application (71.6 kg/ha) occurred three weeks after the second aerial application over a 10 ha area. We documented brodifacoum residues in soil, water, and biota, and documented mortality of non-target organisms. Some bait (14-19% of the target application rate) entered the marine environment to distances 7 m from the shore. After the application commenced, carcasses of 84 animals representing 15 species of birds, fish, reptiles and invertebrates were collected opportunistically as potential non-target mortalities. In addition, fish, reptiles, and invertebrates were systematically collected for residue analysis. Brodifacoum residues were detected in most (84.3%) of the animal samples analyzed. Although detection of residues in samples was anticipated, the extent and concentrations in many parts of the food web were greater than expected. Risk assessments should carefully consider application rates and entire food webs prior to operations using rodenticides. Published by Elsevier Ltd.",,,
,,Contrasting effects of ocean acidification on tropical fleshy and calcareous algae,paper,NO PARC,-,,http://dx.doi.org/10.7717/peerj.411,,,2014,"Johnson, MD; Price, NN; Smith, JE",PEERJ,10.7717/peerj.411,"Despite the heightened awareness of ocean acidification (OA) effects on marine organisms, few studies empirically juxtapose biological responses to CO2 manipulations across functionally distinct primary producers, particularly benthic algae. Algal responses to OA may vary because increasing CO2 has the potential to fertilize photosynthesis but impair biomineralization. Using a series of repeated experiments on Palmyra Atoll, simulated OA effects were tested across a suite of ecologically important coral reef algae, including five fleshy and six calcareous species. Growth, calcification and photophysiology were measured for each species independently and metrics were combined from each experiment using a meta-analysis to examine overall trends across functional groups categorized as fleshy, upright calcareous, and crustose coralline algae (CCA). The magnitude of the effect of OA on algal growth response varied by species, but the direction was consistent within functional groups. Exposure to OA conditions generally enhanced growth in fleshy macroalgae, reduced net calcification in upright calcareous algae, and caused net dissolution in CCA. Additionally, three of the five fleshy seaweeds tested became reproductive upon exposure to OA conditions. There was no consistent effect of OA on algal photophysiology. Our study provides experimental evidence to support the hypothesis that OA will reduce the ability of calcareous algae to biomineralize. Further, we show that CO2 enrichment either will stimulate population or somatic growth in some species of fleshy macroalgae. Thus, our results suggest that projected OA conditions may favor non-calcifying algae and influence the relative dominance of fleshy macroalgae on reefs, perpetuating or exacerbating existing shifts in reef community structure.",,,
,,Pelagic marine protected areas protect foraging habitat for multiple breeding seabirds in the central Pacific,paper,NO PARC,-,,http://dx.doi.org/10.1016/j.biocon.2014.10.027,,,2015,"Young, HS; Maxwell, SM; Conners, MG; Shaffer, SA",BIOLOGICAL CONSERVATION,10.1016/j.biocon.2014.10.027,"Despite many biotic, physical, and political challenges for place-based conservation in open ocean environments, conservation of discrete oceanic regions by designating pelagic marine protected areas (PMPAs) has gained considerable traction. In the oligotrophic central Pacific, a patchy and dynamic ecosystem, a robust network of PMPAs has recently been established. However, evaluations of PMPA efficacy in providing appropriate habitat coverage for pelagic species are lacking, particularly in the tropics. Here, we used high resolution GPS tracking and home range analyses of tropical boobies to determine the distribution and foraging habitat use of three sympatric species (Sula sub, Sula dactylatra, and Sula leucogaster) in two PMPAs that varied substantially in size and shape. At each site we characterized the extent and use of foraging habitat inside and outside the PMPA that surrounded each breeding colony. We found profound variation within and among species in foraging behavior and habitat use across the two sites; this was partially explained by variation in bathymetry. Yet, despite variation both in PMPA size and shape, and in foraging behavior of the birds, we determined that the PMPAs each encapsulated more than 85% (n = 216 trips) of foraging habitat for each species, indicating that these PMPAs provided important habitat coverage for highly mobile tropical species. While this study highlights the challenges in effectively designing PMPAs even for relatively well-studied, central place foragers, given strong variation in foraging ecologies across sites, it also suggests that PMPAs do provide meaningful habitat coverage for at least some pelagic species. (C) 2014 Elsevier Ltd. All rights reserved.",,,
,,A quantitative approach to static sensor network design,paper,NO PARC,-,,http://dx.doi.org/10.1111/2041-210X.12255,,,2014,"Pedersen, MW; Burgess, G; Weng, KC",METHODS IN ECOLOGY AND EVOLUTION,10.1111/2041-210X.12255,"<list list-type=1 id=mee312255-list-0001> Static sensor networks to observe animals are widely used in ecological, management and conservation research, but quantitative methods for designing these networks are underdeveloped. In the context of aquatic systems, we present a method for quasi-optimal network design, which accounts for blocking of detections by obstacles, horizontal and vertical movement behaviour of the target animals, and type of research question (is the network intended for estimation of detailed movement or home range?). Optimal design is defined as the sensor configuration that maximizes the expected number of unique animal detections. As finding the global optimum is generally time consuming, we use a greedy algorithm instead, which places sensors optimally relative to already placed sensors. The design method requires access to topographic data of the study site and knowledge of the sensor detection range. We illustrate the method with real topographic data from a rugose coral reef where network performance is highly influenced by detection shadowing. Network performance is visualized by a coverage map indicating the probability of detection at any location in the study area. The reported unique recovery rate summarizes the expected ability of the network to collect data given the design constraints. Because sensors are placed sequentially, the information gain per sensor can be evaluated and used as a proxy for sensor value. The presented method formalizes important considerations, when designing sensor networks, that were previously often based on heuristics and intuition. The method provides a guide to maximizing the information potential of future monitoring studies as well as a means to improve existing networks. The method is available as an R package and can be tested via an online web tool. <doi origin=wiley registered=yes>10.1111/(ISSN)2041-210X</doi",,,
,,"Complete Genome Sequence of Vibrio coralliilyticus Strain OCN014, Isolated from a Diseased Coral at Palmyra Atoll",paper,NO PARC,-,,http://dx.doi.org/10.1128/genomeA.01318-14,,,2014,"Ushijima, B; Videau, P; Poscablo, D; Vine, V; Salcedo, M; Aeby, G; Callahan, SM",MICROBIOLOGY RESOURCE ANNOUNCEMENTS,10.1128/genomeA.01318-14,"Vibrio coralliilyticus is a marine gammaproteobacterium that has been implicated as an etiological agent of disease for multiple coral genera on reefs worldwide. We report the complete genome of V. coralliilyticus strain OCN014, isolated from a diseased Acropora cytherea colony off the western reef terrace of Palmyra Atoll.",,,
